id,name,state,category,featured
3898,Presentation College,SOUTH_DAKOTA,HIGHER_EDUCATION,
3899,Highland Dallas Foundation Inc,TEXAS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3900,Catholic Charities Of Stockon,CALIFORNIA,HUMAN_SERVICES,NATIONAL
3901,Missouri Valley Community Action Agency,MISSOURI,UNCATEGORIZED,
3902,Grace Village Health Care Facility Inc,INDIANA,HEALTH_CARE,NATIONAL
3903,Go Public Schools,CALIFORNIA,COMMUNITY,
3904,Hayward Sisters Hospital,CALIFORNIA,HEALTH_CARE,STATE
3905,Reuben H Fleet Science Center,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3906,Society For Investigative Dermatology Inc,OHIO,MEDICAL_RESEARCH,NATIONAL
3907,West Virginia Hospital Association,WEST_VIRGINIA,OTHER,NATIONAL
3908,Kenai Peninsula Housing Initiatives Incorporated,ALASKA,HOUSING_SHELTER,
3909,Claremont House Inc,CALIFORNIA,HUMAN_SERVICES,
3910,Girl Scouts Of Black Diamond Council,WEST_VIRGINIA,YOUTH_DEVELOPMENT,NATIONAL
3911,Germantown Home,PENNSYLVANIA,HEALTH_CARE,
3912,Texas Assn Of Broadcasters,TEXAS,OTHER,
3913,Dutchess County Spca Inc,NEW_YORK,ANIMAL_RELATED,STATE
3914,International Council On Clean Transportation,DISTRICT_OF_COLUMBIA,ENVIRONMENT,
3915,On Our Own Services Inc Health Welfare Tr,VIRGINIA,EMPLOYMENT,
3916,Treasure Lake Vacation Resort Camping Club Inc,MISSOURI,RECREATION_SPORTS,STATE
3917,Clean Energy Trust,ILLINOIS,ENVIRONMENT,NATIONAL
3918,Kingdom In The Valley Community Church,ARIZONA,RELIGION_RELATED,NATIONAL
3919,Georgia Federal State Shipping Point Inspection Service Inc,GEORGIA,FOOD_AGRICULTURE_NUTRITION,STATE
3920,Z Ministries Inc,FLORIDA,RELIGION_RELATED,STATE
3921,Manzanita School And Institute,CALIFORNIA,K_12,
3922,Missions Inc Programs,MINNESOTA,RELIGION_RELATED,STATE
3923,Ag Container Recycling Council,NORTH_CAROLINA,OTHER,
3924,Association House Of Chicago,ILLINOIS,HUMAN_SERVICES,STATE
3925,Bradenton Yacht Club Inc,FLORIDA,OTHER,
3926,Hawaii Longshore Division Ilwu,HAWAII,UNCATEGORIZED,STATE
3927,Austen Riggs Center Inc,MASSACHUSETTS,MENTAL_HEALTH_CRISIS_INTERVENTION,
3928,Chelsea Jewish Lifecare Inc,MASSACHUSETTS,HEALTH_CARE,NATIONAL
3929,Girl Scouts Of Northern Illinois,ILLINOIS,YOUTH_DEVELOPMENT,STATE
3930,American Thoracic Society Inc,NEW_YORK,MEDICAL_RESEARCH,
3931,Public Broadcasting Of Northwest Pennsylvania Inc,PENNSYLVANIA,ARTS_CULTURE_HUMANITIES,
3932,Crosby Commons Inc,CONNECTICUT,HUMAN_SERVICES,NATIONAL
3933,Cardinal Charities Inc,ARIZONA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3934,Stonebridge World School,MINNESOTA,K_12,
3935,Nu Way House Inc,MINNESOTA,UNCATEGORIZED,STATE
3936,New Paradigm For Education Inc,MICHIGAN,OTHER,
3937,Dallas Zoological Society,TEXAS,ANIMAL_RELATED,NATIONAL
3938,National Pta,CALIFORNIA,UNCATEGORIZED,
3939,Bienestar Human Services Inc,CALIFORNIA,HEALTH_CARE,NATIONAL
3940,Trustees Of The Smith College,MASSACHUSETTS,HIGHER_EDUCATION,STATE
3941,Willamette University,OREGON,HIGHER_EDUCATION,STATE
3942,Technical Development Corporation,MASSACHUSETTS,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
3943,Avondale Meadows Academy Inc,INDIANA,K_12,
3944,Vna Space Coast Inc,FLORIDA,HEALTH_CARE,
3945,Afterschool Alliance,VIRGINIA,YOUTH_DEVELOPMENT,
3946,Mipi Alliance Inc,NEW_JERSEY,SCIENCE_TECHNOLOGY,STATE
3947,Northwest Autism Center,WASHINGTON,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3948,El Paso Leadership Academy,TEXAS,K_12,NATIONAL
3949,The Bertschi School,WASHINGTON,K_12,NATIONAL
3950,Prevent Child Abuse New Jersey Chapter Inc,NEW_JERSEY,UNCATEGORIZED,
3951,Saint Thomas Medical Partners,TENNESSEE,HEALTH_CARE,STATE
3952,Youthfront Inc,KANSAS,YOUTH_DEVELOPMENT,STATE
3953,Milwaukee World Festival Inc,WISCONSIN,ARTS_CULTURE_HUMANITIES,STATE
3954,Diakon Child Family Community Ministries,PENNSYLVANIA,RELIGION_RELATED,
3955,Fuller Road Management Corporation,NEW_YORK,OTHER,NATIONAL
3956,Chaparral Foundation,CALIFORNIA,HUMAN_SERVICES,
3957,National Asian American Coalition,CALIFORNIA,HUMAN_SERVICES,STATE
3958,Medical Missions Outreach,MARYLAND,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3959,Baxter Regional Health System,ARKANSAS,HEALTH_CARE,NATIONAL
3960,Northern California Volleyball Association,CALIFORNIA,UNKNOWN,NATIONAL
3961,Belle Chasse Academy Inc,LOUISIANA,OTHER,
3962,North Lawndale Employment Network,ILLINOIS,EMPLOYMENT,STATE
3963,Travis Mills Foundation,MAINE,PUBLIC_SOCIETAL_BENEFIT,
3964,Planned Parenthood Of The St Louis Region And Southwest Missouri,MISSOURI,HEALTH_CARE,NATIONAL
3965,Santa Clarita Valley International School,CALIFORNIA,K_12,NATIONAL
3966,Merrimack Valley Young Mens Christian Association Inc,MASSACHUSETTS,HUMAN_SERVICES,STATE
3967,The Bhutan Foundation,DISTRICT_OF_COLUMBIA,PUBLIC_SOCIETAL_BENEFIT,
3968,Hackensack University Medical Group P C,NEW_JERSEY,UNCATEGORIZED,
3969,Arrowhead West Endowment Association,KANSAS,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3970,Foreign Policy Research Institute,PENNSYLVANIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3971,Ha Or Beacon School,NEW_YORK,K_12,NATIONAL
3972,Inter Faith Council For Social Service,NORTH_CAROLINA,HOUSING_SHELTER,
3973,Make A Wish Foundation Of Arizona Inc Duplicate,ARIZONA,HUMAN_SERVICES,
3974,Advantage Academy Of Miami Inc,FLORIDA,K_12,STATE
3975,Greater Minneapolis Chamber Of Commerce,MINNESOTA,OTHER,
3976,International Food Policy Research Institute,DISTRICT_OF_COLUMBIA,FOOD_AGRICULTURE_NUTRITION,STATE
3977,Sertoma Inc,MISSOURI,HUMAN_SERVICES,
3978,Methodist Medical Center Foundation,ILLINOIS,HEALTH_CARE,
3979,Seattle Golf Club,WASHINGTON,OTHER,
3980,American Parkinson Disease Assoc,NEW_YORK,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3981,H Fletcher Brown Trust U W Fbo University Of Delaware 3377,DELAWARE,HIGHER_EDUCATION,STATE
3982,Gospel Partners Media Inc,GEORGIA,RELIGION_RELATED,
3983,Community Treatment Inc,MISSOURI,HEALTH_CARE,NATIONAL
3984,National Childrens Advocacy Center Inc,ALABAMA,MENTAL_HEALTH_CRISIS_INTERVENTION,
3985,Alexandra House Inc,MINNESOTA,HUMAN_SERVICES,
3986,Underground Plant Location Services Inc,IOWA,OTHER,STATE
3987,Dabney S Lancaster Community College Education Foundation Inc,VIRGINIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3988,West Virginia Insurance Guaranty Association,OHIO,OTHER,NATIONAL
3989,Chautauqua Institution,NEW_YORK,ARTS_CULTURE_HUMANITIES,
3990,Community Resourcing Incorporated,OKLAHOMA,FOOD_AGRICULTURE_NUTRITION,STATE
3991,St Louis Area Food Bank Inc,MISSOURI,FOOD_AGRICULTURE_NUTRITION,
3992,Education Training And Research Associates,CALIFORNIA,HEALTH_CARE,NATIONAL
3993,American Endowment Foundation,OHIO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3994,The Sky Family Ymca Inc,FLORIDA,YOUTH_DEVELOPMENT,STATE
3995,Center For Women And Families Inc,KENTUCKY,HUMAN_SERVICES,
3996,Muttontown Club Inc,NEW_YORK,OTHER,
3997,Northeastern Illinois University Foundation,ILLINOIS,OTHER,STATE
3998,Life Steps Foundation Inc,CALIFORNIA,HUMAN_SERVICES,
3999,Arlington Food Assistance Center,VIRGINIA,FOOD_AGRICULTURE_NUTRITION,
4000,Mennonite Home Communities,OHIO,UNCATEGORIZED,STATE
4001,National Hospice And Palliative Care Organization Incorporated,VIRGINIA,HUMAN_SERVICES,STATE
4002,Mendocino College Foundation Inc,CALIFORNIA,HIGHER_EDUCATION,STATE
4003,Emory University,GEORGIA,HIGHER_EDUCATION,STATE
4004,Creative Positive Environments,CALIFORNIA,HUMAN_SERVICES,
4005,Clinicas Del Camino Real Inc,CALIFORNIA,HEALTH_CARE,
4006,California Foundation For Stronger Communities,CALIFORNIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
4007,Duke University Affiliated Physicans Inc,NORTH_CAROLINA,HEALTH_CARE,STATE
4008,Wilmington Head Start Inc,DELAWARE,UNKNOWN,
4009,Howard County General Hospital Inc,MARYLAND,HEALTH_CARE,STATE
4010,Rosen Parramore Ps 8 Foundation Inc,FLORIDA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
4011,Bioone,DISTRICT_OF_COLUMBIA,SCIENCE_TECHNOLOGY,STATE
4012,Arizona Christian School Tuition Organization Inc,ARIZONA,OTHER,NATIONAL
4013,Oswego Hospital,NEW_YORK,HEALTH_CARE,
4014,Huston Tillotson University,TEXAS,HIGHER_EDUCATION,NATIONAL
4015,Brooklyn Scholars Charter School,NEW_YORK,K_12,STATE
4016,South Shore Christian Academy,MASSACHUSETTS,K_12,STATE
4017,Bay Area Community Services Housing Corporation,CALIFORNIA,HOUSING_SHELTER,STATE
4018,Shalimare Incorporated,FLORIDA,HUMAN_SERVICES,
4019,The Maxfund Inc,COLORADO,ANIMAL_RELATED,STATE
4020,Weeks Medical Center,NEW_HAMPSHIRE,HEALTH_CARE,
4021,Food Rescue Us Inc,CONNECTICUT,FOOD_AGRICULTURE_NUTRITION,
4022,Council On Substance Abuse Ncadd,ALABAMA,OTHER,
4023,All Star Tournaments,CALIFORNIA,SCIENCE_TECHNOLOGY,
4024,Schuylkill County School Employees Health Welfare Trust,PENNSYLVANIA,OTHER,
4025,Rialto Theatre Foundation,ARIZONA,ARTS_CULTURE_HUMANITIES,STATE
4026,Philadelphia Youth For Change,PENNSYLVANIA,OTHER,NATIONAL
4027,Monarch School Project,CALIFORNIA,K_12,
4028,Ne Behavioral Health Inc,MASSACHUSETTS,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
4029,Heritage Christian Academy,MINNESOTA,K_12,STATE
4030,Cherry Street Mission Ministries,OHIO,HUMAN_SERVICES,NATIONAL
4031,Benevolent Protective Order Of Elks Of The Usa,CALIFORNIA,UNCATEGORIZED,
4032,Childrens Hospital At Mission,CALIFORNIA,HEALTH_CARE,
4033,Cradle Foundation,ILLINOIS,HUMAN_SERVICES,
4034,Community Bible Study,COLORADO,RELIGION_RELATED,
4035,Salolampi Foundation,MINNESOTA,OTHER,
4036,Drury University,MISSOURI,HIGHER_EDUCATION,NATIONAL
4037,American Medical Informatics Association Inc,MARYLAND,OTHER,STATE
4038,Cristo Rey San Jose High School,CALIFORNIA,K_12,
4039,Community Bankers Association Of Illinois Inc,ILLINOIS,OTHER,
4040,Bluehub Capital Inc,MASSACHUSETTS,HOUSING_SHELTER,STATE
4041,United Association Of Journeymen Apprentices Of The Plimbing Pipe,MARYLAND,OTHER,
4042,Woodcrest Christian School System,CALIFORNIA,K_12,
4043,Associated Pennsylvania Constructors,PENNSYLVANIA,OTHER,NATIONAL
4044,University Of San Diego,CALIFORNIA,HIGHER_EDUCATION,STATE
4045,Ogontz Avenue Revitalization Corp,PENNSYLVANIA,OTHER,STATE
4046,Boys And Girls Club Of Simi Valley Inc,CALIFORNIA,YOUTH_DEVELOPMENT,
4047,Homeless Solutions Inc,NEW_JERSEY,HOUSING_SHELTER,
4048,Peralta Colleges Foundation,CALIFORNIA,HIGHER_EDUCATION,STATE
4049,Wisconsin Medical Society Inc,WISCONSIN,OTHER,STATE
4050,Gower Convalescent Center Inc,MISSOURI,HEALTH_CARE,
4051,Pennsylvania Association For Justice,PENNSYLVANIA,OTHER,NATIONAL
4052,North Texas State Soccer,TEXAS,UNCATEGORIZED,STATE
4053,Center For Self Sufficiency Inc,WISCONSIN,YOUTH_DEVELOPMENT,
4054,Goodwill Mennonite Home Inc,MARYLAND,EMPLOYMENT,
4055,Institute For Governance And Sustainable Development Inc,DISTRICT_OF_COLUMBIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,STATE
4056,Bucks County Drug And Alcohol Commission Inc,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
4057,Community Hospital Of Central California Foundation,CALIFORNIA,HEALTH_CARE,STATE
4058,Community Memorial Hospital Of Menomonee Falls Inc,WISCONSIN,HEALTH_CARE,
4059,Heritage Foundation Of Franklin And Williamson County,TENNESSEE,ARTS_CULTURE_HUMANITIES,NATIONAL
4060,Southern Illinois Healthcare Foundation Inc,ILLINOIS,HEALTH_CARE,STATE
4061,Family Home Care Services Of Brooklyn And Queens Inc,NEW_YORK,HEALTH_CARE,STATE
4062,Clinton Convalescent Center Inc,MISSOURI,HEALTH_CARE,
4063,Kern Community Foundation,CALIFORNIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
4064,Ingenium Schools,CALIFORNIA,K_12,
4065,New England Carpenters Labor Management Program,MASSACHUSETTS,OTHER,
4066,Citizens Inn Inc,MASSACHUSETTS,HOUSING_SHELTER,STATE
4067,Southeast Volusia Healthcare Corporation,FLORIDA,OTHER,
4068,Supportive Housing Coalition Of New Mexico,NEW_MEXICO,HUMAN_SERVICES,STATE
4069,Akron Zoological Park,OHIO,ANIMAL_RELATED,NATIONAL
4070,Olivet Boys And Girls Club Of Reading And Berks County Inc,PENNSYLVANIA,YOUTH_DEVELOPMENT,STATE
4071,Bethlen Home Of The Hungarian Reformed Federation Of America,PENNSYLVANIA,HUMAN_SERVICES,STATE
4072,Appletree Educational Center,NEW_MEXICO,OTHER,STATE
4073,Communitas Inc,MASSACHUSETTS,HUMAN_SERVICES,NATIONAL
4074,Boy Scouts Of America 315 Montana Council,MONTANA,YOUTH_DEVELOPMENT,NATIONAL
4075,Salina Rescue Mission Inc,KANSAS,HUMAN_SERVICES,
4076,Sustainable Manufacturing Innovation Alliance Corp,NEW_YORK,SCIENCE_TECHNOLOGY,
4077,Northlight Theatre Inc,ILLINOIS,ARTS_CULTURE_HUMANITIES,
4078,Corning Hospital,NEW_YORK,HEALTH_CARE,
4079,Taconic Innovations Inc,NEW_YORK,HOUSING_SHELTER,STATE
4080,Sun Coast Nursing Centers Inc,PENNSYLVANIA,HEALTH_CARE,
4081,Services For Hidden Intelligence Inc,NEW_JERSEY,K_12,STATE
4082,Middle District Of Alabama Federal Defender Program Inc,ALABAMA,CRIME_LEGAL_RELATED,STATE
4083,Southern Co Develop,COLORADO,UNCATEGORIZED,STATE
4084,Orchard Manor,PENNSYLVANIA,UNCATEGORIZED,STATE
4085,Village Of Excellence Inc,FLORIDA,K_12,
4086,The Odyssey School Incorporated,COLORADO,K_12,
4087,Laurelbrook Sanitarium And School Incorporated,TENNESSEE,HEALTH_CARE,NATIONAL
4088,Outlook Nebraska Inc,NEBRASKA,EMPLOYMENT,
4089,Portland Housing Center,OREGON,HOUSING_SHELTER,
4090,Merritt Community Capital Corp,CALIFORNIA,HOUSING_SHELTER,
4091,Austin Groups For The Elderly,TEXAS,HUMAN_SERVICES,
4092,Golf Course Superintendents Assoc Of America,KANSAS,OTHER,
4093,Scandinavian Home Inc,RHODE_ISLAND,HEALTH_CARE,
4094,Schlumberger Master Health Care Trust,TEXAS,OTHER,
4095,Scripps College,CALIFORNIA,HIGHER_EDUCATION,
4096,Blue Ridge Healthcare Hospitals Inc,NORTH_CAROLINA,HEALTH_CARE,NATIONAL
4097,Communities In Schools Of Central Texas,TEXAS,OTHER,
4098,Northeast Medical Practice Inc,MASSACHUSETTS,HEALTH_CARE,STATE
4099,Maple Grove Cemetery Association Inc,NEW_YORK,OTHER,
4100,Young Mens Christian Association Of Greater Spartanburg,SOUTH_CAROLINA,HUMAN_SERVICES,NATIONAL
4101,Inspira Medical Centers Inc,NEW_JERSEY,HEALTH_CARE,
4102,Dixon Old Peoples Home Fund,ILLINOIS,UNCATEGORIZED,STATE
4103,National Family Planning Reproductive Health Assoc Inc,DISTRICT_OF_COLUMBIA,HEALTH_CARE,NATIONAL
4104,Private Duty Services Inc,OHIO,HEALTH_CARE,
4105,Kjzt Family Life,TEXAS,UNCATEGORIZED,
4106,Covenant Foundation,NEW_YORK,OTHER,
4107,Disability Rights California,CALIFORNIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
4108,Lexington One School Facilities Corporation,SOUTH_CAROLINA,HIGHER_EDUCATION,
4109,Chautauqua Offices Of Psychotherapy And Evaluation Inc,FLORIDA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
4110,The Lodges At Banning Mills Retreat And Conservation Center Inc,GEORGIA,ARTS_CULTURE_HUMANITIES,
4111,Health System Physician Pc,NEW_YORK,HEALTH_CARE,
4112,Florida Lambdarail Llc,FLORIDA,COMMUNITY,
4113,Five Rivers Medical Center Inc,ARKANSAS,HEALTH_CARE,NATIONAL
4114,Trust Women Foundation Inc,KANSAS,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
4115,Hindu Community And Cultural Center,CALIFORNIA,HUMAN_SERVICES,NATIONAL
4116,Wedontwaste Inc,COLORADO,FOOD_AGRICULTURE_NUTRITION,NATIONAL
4117,Unfoldingword,FLORIDA,RELIGION_RELATED,
4118,San Diego Symphony Orchestra Association,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
4119,Dc Bilingual Public Charter School,DISTRICT_OF_COLUMBIA,K_12,
4120,Sage Ridge School,NEVADA,K_12,STATE
4121,St Annes School Of Annapolis Incorporated,MARYLAND,UNKNOWN,
4122,Friendly Inn Settlement Inc,OHIO,HUMAN_SERVICES,
4123,Woodstock Farm Animal Sanctuary Inc,NEW_YORK,ANIMAL_RELATED,STATE
4124,Work Incorporated,MASSACHUSETTS,EMPLOYMENT,NATIONAL
4125,Southern Maine Health Care,MAINE,HEALTH_CARE,
4126,North Texas Area Community Health Centers Inc,TEXAS,HEALTH_CARE,
4127,Baptist Memorial Home Care Inc,TENNESSEE,HEALTH_CARE,STATE
4128,National Church Residences Of,OHIO,RELIGION_RELATED,STATE
4129,Covenant Village Of Colorado Inc,COLORADO,HUMAN_SERVICES,
4130,Moose International Inc,ILLINOIS,MUTUAL_MEMBERSHIP_BENEFIT,
4131,Christian Senior Housing Foundation Inc,GEORGIA,HOUSING_SHELTER,
4132,North Carolina Azalea Festival Wilmington Inc,NORTH_CAROLINA,RECREATION_SPORTS,
4133,Trees Forever Inc,IOWA,ENVIRONMENT,STATE
4134,Waukesha County Community Foundation Inc,WISCONSIN,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
4135,Pawnee Valley Community Hospital Inc,KANSAS,HEALTH_CARE,STATE
4136,Habitat For Humanity International Inc Sandhills,NORTH_CAROLINA,UNCATEGORIZED,STATE
4137,Williamsburg Landing Inc,VIRGINIA,HUMAN_SERVICES,
4138,Columbus Neighborhood Health Center Inc,OHIO,HEALTH_CARE,
4139,Mary Cariola Childrens Center Inc,NEW_YORK,K_12,
4140,Foundation Berma,NEW_YORK,OTHER,NATIONAL
4141,Partnership With Children Inc,NEW_YORK,K_12,
4142,Family Office Foundation Incorporated,CALIFORNIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
4143,California Power Exchange Corporation,CALIFORNIA,OTHER,NATIONAL
4144,Douglas County Community Foundation,KANSAS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
4145,Masonic Homes Of California,CALIFORNIA,HUMAN_SERVICES,NATIONAL
4146,Sheltercare,OREGON,MENTAL_HEALTH_CRISIS_INTERVENTION,
4147,Genesee Valley Club,NEW_YORK,OTHER,
4148,Cascades Camp And Conference Center,WASHINGTON,UNCATEGORIZED,NATIONAL
4149,St Vincents Health System,ALABAMA,HEALTH_CARE,
4150,Somerville Hospital,MASSACHUSETTS,HEALTH_CARE,
4151,Ridc Southwestern Pennsylvania Growth Fund,PENNSYLVANIA,UNCATEGORIZED,STATE
4152,National Ocean Industries Association,DISTRICT_OF_COLUMBIA,OTHER,
4153,Casa Allegra Community Services,CALIFORNIA,EMPLOYMENT,
4154,Stony Brook Foundation Inc,NEW_YORK,OTHER,STATE
4155,Commonwealth Institute Of Funeral Service,TEXAS,HIGHER_EDUCATION,NATIONAL
4156,Its The Journey Inc,GEORGIA,HUMAN_SERVICES,NATIONAL
4157,Bright Hope International,ILLINOIS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
4158,Pride Foundation,WASHINGTON,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
4159,Foundation Entertainment Company,OHIO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
4160,Institute For Advanced Clinical Trials For Children,MARYLAND,MEDICAL_RESEARCH,NATIONAL
4161,Woodall Rodgers Park Foundation,TEXAS,RECREATION_SPORTS,
4162,Italian American Committee On Education Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,STATE
4163,Frost Sullivan Institute,TEXAS,HUMAN_SERVICES,
4164,Usona Institute Inc,WISCONSIN,MEDICAL_RESEARCH,
4165,Huguley Medical Associates Inc,TEXAS,HEALTH_CARE,NATIONAL
4166,Friends Of The National World War Ii Memorial Inc,DISTRICT_OF_COLUMBIA,ARTS_CULTURE_HUMANITIES,STATE
4167,Star Of Hope Ministries Inc,NEW_JERSEY,HUMAN_SERVICES,NATIONAL
4168,Young Womens Christian Association,PENNSYLVANIA,HUMAN_SERVICES,
4169,Dependency Legal Services,CALIFORNIA,CRIME_LEGAL_RELATED,NATIONAL
4170,Jewish Federation Council Of Greater Los Angeles,CALIFORNIA,HUMAN_SERVICES,
4171,Wildearth Guardians,NEW_MEXICO,ENVIRONMENT,STATE
4172,Adelphoi Foundation,PENNSYLVANIA,OTHER,
4173,Polytechnic Education Career Services,ILLINOIS,K_12,NATIONAL
4174,Friendly Valley Recreational Association Inc,CALIFORNIA,OTHER,
4175,Regional Airline Association,DISTRICT_OF_COLUMBIA,OTHER,STATE
4176,Athenian Academy Inc,FLORIDA,K_12,STATE
4177,Kings Point Sun City West Land Tr,FLORIDA,ENVIRONMENT,NATIONAL
4178,American Orthopaedic Foot Ankle Society,ILLINOIS,HEALTH_CARE,
4179,Augusta Symphony Inc,GEORGIA,ARTS_CULTURE_HUMANITIES,
4180,Ability Building Center Inc,MINNESOTA,EMPLOYMENT,
4181,Workhouse Arts Foundation Inc,VIRGINIA,ARTS_CULTURE_HUMANITIES,STATE
4182,Boy Scouts Of America Piedmont Council Boy Scouts Of America,NORTH_CAROLINA,YOUTH_DEVELOPMENT,NATIONAL
4183,Crawford County Shared Health Servi,OHIO,HEALTH_CARE,NATIONAL
4184,Park Slope Emergency Physician Service Pc,NEW_YORK,HEALTH_CARE,
4185,South Peninsula Behavioral Health Services Inc,ALASKA,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
4186,Hemostasis And Thrombosis Research Society Inc,WISCONSIN,UNKNOWN,
4187,Society Of American Military Engineers,VIRGINIA,OTHER,
4188,Spruill Center For The Arts Inc,GEORGIA,ARTS_CULTURE_HUMANITIES,
4189,Greater Cleveland Sports Commission,OHIO,RECREATION_SPORTS,STATE
4190,Monroe Community College Assn Inc,NEW_YORK,HIGHER_EDUCATION,STATE
4191,Trinity University,TEXAS,HIGHER_EDUCATION,NATIONAL
4192,Ucare Minnesota,MINNESOTA,HEALTH_CARE,
4193,Giddens School,WASHINGTON,K_12,
4194,Doctors Memorial Hospital Inc,FLORIDA,HEALTH_CARE,NATIONAL
4195,Topeka Rescue Mission Inc,KANSAS,HOUSING_SHELTER,STATE
4196,Young Mens Christian Association Of Metropolitan Los Angeles,CALIFORNIA,HUMAN_SERVICES,STATE
4197,Forging Industry Association,OHIO,OTHER,
4198,The Montessori School Of San Antonio,TEXAS,K_12,NATIONAL
4199,University Of Houston,TEXAS,HIGHER_EDUCATION,
4200,Studio East Training For The Performing Arts,WASHINGTON,ARTS_CULTURE_HUMANITIES,STATE
4201,Central Florida Fair Inc,FLORIDA,RECREATION_SPORTS,
4202,Northwest Connecticut Association For The Arts Inc,CONNECTICUT,ARTS_CULTURE_HUMANITIES,
4203,Community Options Enterprises Inc,NEW_JERSEY,HUMAN_SERVICES,STATE
4204,Vhs Public Benefit Corporation,MISSISSIPPI,HIGHER_EDUCATION,STATE
4205,Us Lacrosse Inc,MARYLAND,ARTS_CULTURE_HUMANITIES,STATE
4206,Hunter Health Clinic Inc,KANSAS,HEALTH_CARE,
4207,Emory University Postretirement Employee Benefit Tr,GEORGIA,OTHER,
4208,Metropolitan Planning Council,ILLINOIS,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
4209,Climb,WYOMING,HUMAN_SERVICES,NATIONAL
4210,Energy United Water Corporation,NORTH_CAROLINA,OTHER,
4211,Center For Advancement And Study Of International Education Inc,GEORGIA,COMMUNITY,NATIONAL
4212,Sisters Of St Joseph Of Boston,MASSACHUSETTS,RELIGION_RELATED,STATE
4213,American Sugar Alliance,VIRGINIA,UNCATEGORIZED,STATE
4214,The American Assn Of Teachers Of Spanish And Portuguese Inc,ALABAMA,ARTS_CULTURE_HUMANITIES,STATE
4215,Lutheran Home Hickory West Inc,NORTH_CAROLINA,UNCATEGORIZED,
4216,Gecu,TEXAS,UNCATEGORIZED,STATE
4217,E 3 Alliance,TEXAS,OTHER,STATE
4218,Hospice Care Of Southwest Michigan,MICHIGAN,HUMAN_SERVICES,NATIONAL
4219,Cheyenne Center Inc,TEXAS,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
4220,Ronald Mc Donald House Fort Worth,,COMMUNITY,
4221,Mather Place,ILLINOIS,UNCATEGORIZED,
4222,The Legacy Foundation Of Southeast Arizona,ARIZONA,HEALTH_CARE,
4223,Girl Scouts Of The Chesapeake Bay,DELAWARE,YOUTH_DEVELOPMENT,STATE
4224,Greensboro Housing Management Corporation,NORTH_CAROLINA,HOUSING_SHELTER,NATIONAL
4225,Relevant Radio Inc,WISCONSIN,RELIGION_RELATED,
4226,Philharmonia Baroque Orchestra Chorale,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
4227,Mercy Clinic Oklahoma Communities,OKLAHOMA,HEALTH_CARE,
4228,Community Health Partnership Of Illinois,ILLINOIS,HEALTH_CARE,
4229,National Alliance Of State And Territorial Aids Directors,DISTRICT_OF_COLUMBIA,HEALTH_CARE,
